,,,tripduration,tripduration,tripduration,tripduration,tripduration
Crescent St & 35 Ave,40.7596276,-73.93214549999999,444,304373,14840,72,685.5247747747748
Crescent St & Broadway,40.7633589,-73.92864709999999,1035,658108,8870,63,635.8531400966184
Crescent St & Ditmars Blvd,40.7787185,-73.9145645,495,239520,10648,95,483.8787878787879
Crown St & Bedford Ave,40.666563000000004,-73.95674100000001,541,539711,21494,77,997.6173752310536
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,3199,2604982,609705,63,814.31134729603
DeKalb Ave & Hudson Ave,40.689888,-73.981013,4350,2922790,373638,61,671.9057471264368
DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,2639,1860100,195549,77,704.8503220917014
DeKalb Ave & Skillman St,40.6906495,-73.95643107,1325,1922015,657720,71,1450.577358490566
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,3546,2010606,128242,65,567.0067681895093
Dean St & 4 Ave,40.68312489,-73.97895137,4298,2871683,230999,65,668.1440204746393
Dean St & Franklin Ave,40.67759206937376,-73.95563721656801,1717,1410211,147792,62,821.3226557949913
Dean St & Hoyt St,40.686444200000004,-73.98759104,1575,1103878,42179,61,700.8749206349206
Degraw St & Hoyt St,40.68199044270703,-73.99079024791719,1446,883225,8729,65,610.8056708160443
Degraw St & Smith St,40.6829151,-73.99318208,2056,1499894,73716,64,729.5204280155642
Devoe St & Lorimer St,40.71335226222875,-73.9491033554077,2325,1468279,13667,85,631.5178494623656
Ditmars Blvd & 19 St,40.78145,-73.9183302,817,611692,10456,78,748.7050183598532
Division Av & Hooper St,40.70684203101325,-73.9544353965357,1352,2098234,794105,62,1551.948224852071
Division Ave & Marcy Ave,40.70708701,-73.95796783,776,626703,15432,66,807.6069587628866
Division St & Bowery,40.71413089,-73.99704679999999,6031,5178458,535800,63,858.6400265295971
Douglass St & 3 Ave,40.6802133,-73.98432695,2676,1744951,96394,61,652.0743647234679
Douglass St & 4 Ave,40.67927879999999,-73.98154004,1880,1282968,24035,64,682.4297872340426
Driggs Ave & Lorimer St,40.72179134,-73.95041540000001,1853,977838,14239,61,527.7053426875337
Driggs Ave & N 9 St,40.71816969454208,-73.95520135760306,5485,3484902,477914,61,635.351321786691
Driggs Ave & N Henry St,40.72325,-73.94308000000001,2989,2026206,45229,73,677.8875878220141
Duane St & Greenwich St,40.71748752,-74.0104554,3425,2328611,34554,61,679.8864233576643
Duffield St & Willoughby St,40.69221589,-73.9842844,3236,2473852,136930,61,764.478368355995
Dwight St & Van Dyke St,40.67363551341504,-74.01195555925368,335,842680,332189,78,2515.4626865671644
E 10 St & 5 Ave,40.73331967,-73.99510132,5708,3759400,77505,62,658.6194814295725
E 10 St & Avenue A,40.72740794,-73.98142006,11956,9109085,215183,61,761.8839913014386
E 102 St & 1 Ave,40.7869946,-73.94164802,3537,1979689,28198,64,559.7085100367543
E 102 St & Park Ave,40.7904828,-73.95033068,1314,1926779,673502,71,1466.3462709284627
E 103 St & Lexington Ave,40.790305100000005,-73.94755757,1918,1392887,208228,68,726.218456725756
E 106 St & 1 Ave,40.7892529,-73.93956237,967,633670,4303,82,655.2947259565667
E 106 St & Lexington Ave,40.791976,-73.945993,1134,895945,18320,64,790.0749559082892
E 106 St & Madison Ave,40.79343370000001,-73.94945003,1419,1411488,164370,77,994.7061310782241
E 109 St & 3 Ave,40.79329668,-73.9432083,1552,1279290,46690,61,824.284793814433
E 11 St & 1 Ave,40.72953837,-73.98426726,10519,8583382,416480,61,815.9884019393478
E 11 St & 2 Ave,40.73047309,-73.98672378,11457,8195079,203186,61,715.2901283058392
E 11 St & Avenue B,40.727464206923926,-73.97950418293476,8251,5835721,60062,61,707.2743909829112
E 11 St & Broadway,40.73261787,-73.99158043,5309,3745149,86562,61,705.4339800339047
E 110 St & Madison Ave,40.796153499999996,-73.94782145,2599,2493952,638101,63,959.5813774528665
E 114 St & 1 Ave,40.79456629999999,-73.9362541,1053,739037,11646,63,701.8395061728395
E 115 St & Lexington Ave,40.797911,-73.9423,1274,966146,27989,61,758.3563579277865
E 115 St & Madison Ave,40.7989445,-73.944846,844,723605,44298,73,857.3518957345972
E 116 St & 2 Ave,40.796879,-73.93726099999999,865,736461,15680,76,851.4
E 118 St & 1 Ave,40.797470000000004,-73.93504,1363,1099335,13474,64,806.5553925165077
E 118 St & 3 Ave,40.799139000000004,-73.9389152,1054,659106,10519,71,625.337760910816
E 118 St & Madison Ave,40.801486600000004,-73.9442507,1235,761127,43636,63,616.2971659919028
E 118 St & Park Ave,40.8005385,-73.9419949,457,292238,3732,64,639.4704595185996
E 12 St & 3 Ave,40.73223272,-73.98889957,2084,1377444,79208,69,660.9616122840691
E 123 St & Lexington Ave,40.802926299999996,-73.9379,1060,643869,15386,62,607.4235849056604
E 128 St & Madison Ave,40.807559999999995,-73.93918199999999,903,695218,49145,81,769.8981173864895
E 13 St & Avenue A,40.72966729392978,-73.98067966103555,13348,9666122,690794,61,724.1625711717111
E 15 St & 3 Ave,40.734232,-73.986923,12110,7401203,131397,61,611.1645747316268
E 16 St & 5 Ave,40.73726186,-73.99238967,10952,7547172,267500,61,689.1135865595325
E 16 St & Irving Pl,40.735367055605394,-73.98797392845155,7392,4714843,39848,61,637.8304924242424
E 17 St & Broadway,40.73704984,-73.99009296,19778,13646475,136327,61,689.9825563757711
E 19 St & 3 Ave,40.73624527,-73.98473765,7818,5187448,78292,62,663.5262215400359
E 2 St & 2 Ave,40.72502876,-73.99069656,8229,6114680,226421,61,743.0647709320696
E 2 St & Avenue A,40.72307749068673,-73.98583620786667,8885,6204116,220242,61,698.2685424873382
E 2 St & Avenue B,40.72217444,-73.98368779,8146,7067409,1112182,61,867.5925607660201
E 2 St & Avenue C,40.720873600000004,-73.98085795,5739,5171576,832249,61,901.1284195852936
E 20 St & 2 Ave,40.73587678,-73.98205027,11201,8614177,743446,61,769.0542808677797
E 20 St & FDR Drive,40.73314259,-73.97573881,10864,7786203,56242,61,716.6976251840942
E 20 St & Park Ave,40.73827428,-73.98751968,9342,6822543,520896,62,730.3086062941554
E 23 St & 1 Ave,40.736502,-73.97809472,11276,8030790,301400,61,712.2020219936147
E 24 St & Park Ave S,40.74096374,-73.98602213,13182,8175586,196769,61,620.2083143680777
E 25 St & 1 Ave,40.7381765,-73.97738662,7773,5737681,107931,61,738.155281101248
E 25 St & 2 Ave,40.73912601,-73.97973776,11224,8016131,73619,61,714.1955630791161
E 27 St & 1 Ave,40.739445,-73.97680600000001,8380,5961015,178871,61,711.3383054892602
E 30 St & Park Ave S,40.74444921,-73.98303529,7684,4907497,23492,62,638.6643675169182
E 31 St & 3 Ave,40.74394314,-73.97966069,9726,6936650,99987,61,713.2068681883611
E 32 St & Park Ave,40.745712100000006,-73.98194829,12730,8941916,1047413,61,702.4285938727415
E 33 St & 1 Ave,40.74322681432173,-73.97449783980845,11576,9034815,576607,61,780.4781444367658
E 33 St & 5 Ave,40.74765947,-73.98490707,8861,7075450,320360,61,798.493398036339
E 35 St & 3 Ave,40.746524,-73.977885,2704,2048916,73935,61,757.7352071005918
E 39 St & 2 Ave,40.74780373,-73.97344190000001,10040,7393250,51392,61,736.3794820717131
E 39 St & 3 Ave,40.7489006,-73.97604882,9036,6302578,47312,63,697.4964586100044
E 4 St & 2 Ave,40.726280700000004,-73.98978041,9594,6833903,177412,61,712.3100896393579
E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,9166,5761367,91195,61,628.5584769801441
E 43 St & 2 Ave,40.75022392,-73.97121414,1784,1487448,5368,74,833.7713004484305
E 43 St & 5 Ave,40.754120810779256,-73.98025184869765,7197,5042529,95555,62,700.6431846602751
E 44 St & 2 Ave,40.75118387463277,-73.97138714790343,1970,1483195,14279,61,752.8908629441624
E 45 St & 3 Ave,40.75255434,-73.97282625,6622,5535668,398091,64,835.9510721836303
E 47 St & 1 Ave,40.75206862,-73.96784384,3462,3165128,128779,61,914.2484113229348
E 47 St & 2 Ave,40.75323098,-73.97032517,6126,4579191,34890,63,747.5009794319295
E 47 St & Park Ave,40.75510267,-73.97498696,15824,11580672,256890,61,731.8422649140546
E 48 St & 3 Ave,40.7546011026,-73.971878855,5081,4003633,135039,62,787.9616217280063
E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,10940,7777507,229288,68,710.923857404022
E 5 St & Avenue C,40.72299208,-73.97995466,4994,3753065,173352,63,751.5148177813376
E 51 St & 1 Ave,40.75455731,-73.96592976,4003,3098091,30579,61,773.94229328004
E 51 St & Lexington Ave,40.75714758,-73.97207836,6287,4941778,34211,65,786.031175441387
E 52 St & 2 Ave,40.756014,-73.967416,5290,5180176,1032676,63,979.2393194706995
E 53 St & 3 Ave,40.75763227739443,-73.9693057537079,6164,5924637,458489,61,961.1675859831279
E 53 St & Madison Ave,40.75971079999999,-73.97402311,6360,5931681,1371164,61,932.6542452830189
E 55 St & 2 Ave,40.75797322,-73.96603308,5978,4360835,35133,61,729.4805955168953
E 55 St & 3 Ave,40.758996559605116,-73.96865397691727,5786,5115462,506767,61,884.1102661596958
E 55 St & Lexington Ave,40.75968085,-73.97031366,4643,3601843,62010,61,775.7576997630842
E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999999,857,731743,10643,63,853.8424737456243
E 58 St & 1 Ave,40.75892386377695,-73.96226227283478,2621,2065599,18946,62,788.0957649752003
E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478,1276,1029277,23554,61,806.6434169278997
E 58 St & 3 Ave,40.76095756,-73.96724467,7733,6266748,102573,69,810.3902754429071
E 58 St & Madison Ave,40.763025942805186,-73.97209525108337,4581,5565219,1797632,61,1214.8480681074002
E 59 St & Madison Ave,40.76350532,-73.97109243,4697,4145421,138681,69,882.5678092399404
E 6 St & Avenue B,40.72453734,-73.98185424,8364,5722246,64420,61,684.1518412242946
E 6 St & Avenue D,40.72228087,-73.97668709,4960,4380143,409284,61,883.0933467741935
E 60 St & York Ave,40.759107,-73.959223,1891,2459969,521951,61,1300.8826017979904
E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,2989,2284682,17790,74,764.3633322181331
E 66 St & Madison Ave,40.768008893059466,-73.96845281124116,1651,1546119,79020,62,936.4742580254391
E 67 St & Park Ave,40.76780080148132,-73.96592080593109,1968,1753087,50331,61,890.7962398373984
E 68 St & 3 Ave,40.76712840349542,-73.96224617958069,2537,1988722,405719,62,783.8872684272764
E 68 St & Madison Ave,40.7691572,-73.96703464,1907,1960476,344345,63,1028.0419507079182
E 7 St & Avenue A,40.72621788,-73.98379855,12247,7622868,120884,61,622.4273699681555
E 71 St & 2 Ave,40.76817546742245,-73.95910263061523,332,249109,3069,70,750.3283132530121
E 72 St & Park Ave,40.77118287540658,-73.96409422159195,2800,2349025,136994,65,838.9375
E 72 St & York Ave,40.76663814,-73.95348296,6459,5361324,75828,61,830.0548072457036
E 74 St & 1 Ave,40.7689738,-73.95482273,5024,3890599,14230,62,774.4026671974523
E 75 St & 3 Ave,40.77112927,-73.95772297,3243,2498537,48445,65,770.4400246685168
E 76 St & Park Ave,40.773763,-73.96222088,3099,2561305,133387,63,826.4940303323652
E 77 St & 3 Ave,40.77314236,-73.95856158,3319,2166597,26956,62,652.7860801446219
E 78 St & 2 Ave,40.7727966,-73.95577801,2504,1843453,9534,61,736.2032747603834
E 81 St & 2 Ave,40.77477944895728,-73.95427465438844,3166,2782492,257810,65,878.866708780796
E 81 St & 3 Ave,40.77573034,-73.9567526,3125,2291027,79877,61,733.12864
E 81 St & Park Ave,40.77677702,-73.95900970000001,1374,1044867,14931,64,760.4563318777292
E 81 St & York Ave,40.7728384,-73.94989233,3552,2831523,123601,63,797.1630067567568
E 82 St & East End Ave,40.7724607,-73.9468208,2465,2213905,158561,62,898.1359026369169
E 84 St & 1 Ave,40.77565541,-73.95068615,4269,3042121,11570,63,712.6074022019209
E 84 St & 3 Ave,40.777553742988864,-73.95512759685515,1906,1892173,278347,61,992.7455403987408
E 84 St & Park Ave,40.77862688,-73.95772073,3254,3087657,205462,61,948.880454824831
E 85 St & 3 Ave,40.77801203,-73.95407149,3062,2160421,212472,81,705.5587851077727
E 85 St & York Ave,40.77536905,-73.94803392,2656,2019542,132053,65,760.3697289156627
E 88 St & 1 Ave,40.778301,-73.9488134,3562,2850824,21791,64,800.343627175744
E 88 St & Park Ave,40.781410700190015,-73.95595908164978,2244,1662144,16489,63,740.7058823529412
E 89 St & 3 Ave,40.7806284,-73.9521667,3320,2540918,8999,64,765.3367469879518
E 89 St & York Ave,40.7779453,-73.94604100000001,2502,2233703,97674,63,892.7669864108713
E 9 St & Avenue C,40.72521311,-73.97768752,7729,5778298,138888,61,747.6126277655583
E 91 St & 2 Ave,40.781122299341654,-73.94965589046478,3882,3167539,53892,63,815.9554353426068
E 91 St & Park Ave,40.7835016,-73.955327,2394,2555033,230034,63,1067.265246449457
E 93 St & 2 Ave,40.78245417527987,-73.94891962409021,2186,1625872,5669,62,743.7657822506861
E 97 St & 3 Ave,40.7859201,-73.94860294,1023,810815,24022,61,792.5855327468231
E 97 St & Madison Ave,40.787801,-73.953559,2997,2667245,58631,61,889.9716383049716
E 98 St & Park Ave,40.788129999999995,-73.95206,925,625634,5776,63,676.3610810810811
East End Ave & E 86 St,40.77518615,-73.94446054,1247,1254130,16529,81,1005.7177225340818
Eastern Pkwy & Franklin Ave,40.670776700000005,-73.9576801,3278,2519074,221738,64,768.4789505796217
Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,2155,1776295,31698,62,824.2668213457076
Eckford St & Engert Ave,40.72146256229816,-73.94800901412964,1163,633453,11577,62,544.6715391229578
Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,2221,2144497,350955,74,965.5547050877983
FDR Drive & E 35 St,40.744219,-73.97121214,6280,6171563,258631,61,982.7329617834395
Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805,2514,2799529,506314,61,1113.5755767700875
Forsyth St & Broome St,40.71893904,-73.99266288,9038,6647381,249081,61,735.4924762115512
Forsyth St & Canal St,40.715815500000005,-73.99422366,6999,5880858,169860,63,840.2426060865838
Franklin Ave & Empire Blvd,40.663140000000006,-73.96056949999999,1709,2166547,156760,62,1267.727911059099
Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519,907,840939,40438,67,927.1653803748621
Franklin Ave & St Marks Ave,40.6758324,-73.95616770000001,1313,816731,28081,62,622.034272658035
Franklin St & Dupont St,40.735640000000004,-73.95866,1808,3086380,1792506,61,1707.0685840707965
Franklin St & W Broadway,40.71911552,-74.00666661,4328,3609323,173862,61,833.9470887245841
Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,2933,3280633,532771,74,1118.5247187180362
Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,2139,2397589,311038,61,1120.8924731182797
Frederick Douglass Blvd & W 117 St,40.805159,-73.95469200000001,3062,3011346,237911,61,983.4572175048987
Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,861,977751,49624,67,1135.5993031358885
Front St & Gold St,40.70224,-73.982578,2017,1582311,4866,78,784.4873574615766
Front St & Maiden Ln,40.70530954,-74.00612572,4104,4959674,661912,61,1208.4975633528265
Front St & Washington St,40.70255088,-73.98940236,4922,5298089,314420,61,1076.4097927671678
Frost St & Meeker Ave,40.71766197083994,-73.94880026578903,577,456853,82786,71,791.7729636048526
Frost St & Meeker Ave,40.71784798417728,-73.94752018153667,10,3001,476,143,300.1
Frost St & Meeker St,40.71764,-73.94882,249,150584,5853,69,604.7550200803213
Fulton St & Adams St,40.692418292578466,-73.98949474096298,5664,4748814,684906,61,838.4205508474577
Fulton St & Broadway,40.711065999999995,-74.009447,7895,7064579,252068,62,894.8168461051298
Fulton St & Clermont Ave,40.68415748,-73.96922273,1358,1049300,98427,67,772.680412371134
Fulton St & Grand Ave,40.68223166,-73.9614583,2154,1533547,20969,68,711.9531104921077
Fulton St & Rockwell Pl,40.688226,-73.979382,2055,1396995,98320,62,679.8029197080292
Fulton St & Utica Ave,40.6794268,-73.92989109999999,940,5655392,1702688,120,6016.374468085106
Fulton St & Waverly Ave,40.68323865460341,-73.96599590778352,2843,2137632,210808,63,751.8930706999648
Fulton St & William St,40.70955958,-74.00653609,5608,4547858,263254,61,810.9589871611983
Gansevoort St & Hudson St,40.73944820130404,-74.00507032871245,9232,9518252,644795,62,1031.0064991334489
Garfield Pl & 8 Ave,40.671197799999995,-73.97484126,2739,4838127,2969781,61,1766.3844468784228
Gold St & Frankfort St,40.710699946313866,-74.00354146957396,559,499638,23897,61,893.8067978533095
Graham Ave & Conselyea St,40.715143,-73.944507,4057,2595499,262074,63,639.7581957111166
Graham Ave & Grand St,40.711863,-73.944024,2057,2976393,664297,66,1446.9581915410793
Graham Ave & Herbert St,40.71929301,-73.94500379,1172,834608,199749,62,712.122866894198
Graham Ave & Withers St,40.7169811,-73.94485918,1811,1673910,595480,61,924.3014908890116
Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,10312,12229456,184529,61,1185.944142746315
Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,3660,3145654,13171,61,859.4683060109289
Grand Ave & Bergen St,40.678045000000004,-73.962408,2612,1660930,23102,70,635.8843797856049
Grand St & Elizabeth St,40.718821999999996,-73.99596,13686,11213348,698377,62,819.3298260996639
Grand St & Greene St,40.72165481,-74.00234737,4285,3390806,73969,61,791.3199533255543
Grand St & Havemeyer St,40.71286844,-73.95698119,2879,2231770,126945,62,775.189301840917
Great Jones St,40.72743423,-73.99379025,12827,9439412,1059371,62,735.9017697045296
Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,1134,2125868,929247,63,1874.663139329806
Greene Ave & Throop Ave,40.6894932,-73.942061,1054,942098,69471,61,893.8311195445921
Greenpoint Ave & Manhattan Ave,40.730259999999994,-73.95394,3469,2681855,319241,62,773.091669068896
Greenwich Ave & Charles St,40.735238,-74.000271,7116,4910460,167178,64,690.0590219224283
Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,7928,6567068,161208,62,828.3385469223007
Halsey St & Tompkins Ave,40.682368700000005,-73.944118,1206,3947184,1119152,68,3272.955223880597
Hancock St & Bedford Ave,40.68216564,-73.95399026,1135,1075005,239387,79,947.1409691629956
Handlebar @ Gowanus,40.66979964220026,-73.99497985839844,9,27561,18669,231,3062.3333333333335
Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,7617,6680943,1131701,62,877.1094919259551
Harrison St & Hudson St,40.71870987,-74.0090009,3039,2525889,67944,62,831.1579466929911
Henry St & Atlantic Ave,40.69089272,-73.99612349,3739,2336264,44466,65,624.8365873228136
Henry St & Bay St,40.672505799999996,-74.00494695,179,128500,3136,93,717.8770949720671
Henry St & Degraw St,40.684751399999996,-73.99917254,3435,1797303,20897,61,523.2323144104804
Henry St & Grand St,40.714215,-73.981346,7314,4832803,83633,65,660.7605961170358
Henry St & Poplar St,40.700469,-73.991454,1992,1381360,16417,64,693.4538152610442
Henry St & W 9 St,40.6763744,-74.00324957,435,299263,4636,88,687.9609195402298
Hicks St & Montague St,40.69512845,-73.99595065,4361,2707373,46294,68,620.8147213941756
Hope St & Union Ave,40.71167351,-73.95141312,2781,2280963,84834,71,820.1952535059331
Howard St & Centre St,40.71910537,-73.99973337,7160,5249599,76639,62,733.184217877095
Hudson St & Reade St,40.71625008,-74.0091059,5601,4031493,122556,61,719.7809319764327
Humboldt St & Varet St,40.7031724,-73.940636,1094,1445217,160852,71,1321.0393053016453
Huron St & Franklin St,40.732659999999996,-73.95826,2885,2574745,687239,61,892.4592720970537
India St & Manhattan Ave,40.73232194,-73.9550858,2893,1880800,16242,66,650.120981679917
India St & West St,40.73181401720966,-73.95995020866394,971,575795,13884,61,592.9917610710608
Jackson Ave & 46 Rd,40.74524768,-73.94733276,985,754817,8556,64,766.3116751269035
Jackson St & Leonard St,40.716380319735606,-73.94821286201476,569,505697,32075,77,888.7469244288225
Jay St & Tech Pl,40.695065,-73.987167,3585,4431020,534384,64,1235.9888423988843
Jay St & York St,40.70140317257725,-73.98672670125961,5906,6216836,954087,61,1052.6305452082627
John St & William St,40.70862144,-74.00722156,2228,1766797,11100,61,792.9968581687613
Johnson St & Gold St,40.69474881,-73.98362464,2473,2026331,82588,69,819.3817226041245
Kane St & Clinton St,40.686175799999994,-73.99645295,2851,1864629,99763,65,654.0263065591021
Kent Ave & N 7 St,40.72036775298455,-73.96165072917937,5721,6294025,1143877,61,1100.1616850201015
Kent Ave & S 11 St,40.7076449441757,-73.96841526031494,2848,2585589,142476,69,907.8613061797753
Kingston Ave & Herkimer St,40.67890679,-73.94142771,918,1357684,325995,103,1478.958605664488
Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,1081,780480,16025,72,721.9981498612395
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,1590,1306625,86939,69,821.7767295597484
LaGuardia Pl & W 3 St,40.72917025,-73.99810231,8419,6597300,502455,61,783.6203824682266
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,2882,3531180,1383937,68,1225.2532963219985
Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,3022,3280507,988758,61,1085.5416942422237
Lafayette Ave & St James Pl,40.68851534,-73.9647628,2950,2222692,188760,65,753.4549152542373
Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,15550,10763551,398811,61,692.1897749196141
Lafayette St & Jersey St,40.72430527250332,-73.99600982666016,10650,10242787,1510516,61,961.7640375586855
Laight St & Hudson St,40.72185379,-74.00771779,1972,1838363,98792,73,932.2327586206897
Lawrence St & Willoughby St,40.69236178,-73.98631746,4394,3717905,500941,61,846.1322257624033
Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,1518,948015,20874,61,624.5158102766799
Lenox Ave & W 111 St,40.7987859,-73.9523,4281,8220981,1908974,65,1920.3412754029432
Lenox Ave & W 115 St,40.8011939,-73.9500739,1449,1230962,174126,62,849.5251897860594
Lenox Ave & W 117 St,40.8025566,-73.9490782,2454,1486516,68364,61,605.7522412387938
Lenox Ave & W 126 St,40.808442,-73.94520870000001,2431,5784829,1982217,64,2379.608802961744
Lenox Ave & W 130 St,40.8107922,-73.9430681,2113,3107451,659513,62,1470.6346426881212
Leonard St & Boerum St,40.70583339,-73.94644578,937,829899,66736,62,885.6979722518677
Leonard St & Church St,40.717571,-74.005549,4254,3030024,34645,62,712.2764456981664
Leonard St & Maujer St,40.71036854235229,-73.94705951213838,1600,1098567,92703,67,686.604375
Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,3165,1878010,274864,62,593.3680884676145
Lewis Ave & Decatur St,40.6814598,-73.934903,687,2057551,1301170,62,2994.97962154294
Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,1163,1304618,119301,73,1121.7695614789338
Lewis Ave & Madison St,40.686312,-73.935775,1319,1292203,61146,61,979.6838514025777
Lexington Ave & Classon Ave,40.68676793,-73.95928168,1990,2237101,562719,64,1124.1713567839197
Lexington Ave & E 111 St,40.79541210000001,-73.9441232,1573,1331476,169595,66,846.4564526382708
Lexington Ave & E 120 St,40.8013066,-73.93981670000001,831,668397,48718,63,804.3285198555957
Lexington Ave & E 127 St,40.805726,-73.936322,698,2023539,1449369,78,2899.0530085959886
Lexington Ave & E 26 St,40.741459000000006,-73.983293,4860,4338718,494487,61,892.740329218107
Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,8295,5738145,230910,61,691.7594936708861
Lexington Ave & E 36 St,40.747573958954796,-73.97880077362059,1137,937093,53416,63,824.1802990325418
Lexington Ave & E 63 St,40.76440023,-73.96648977,4558,3432062,77107,62,752.9754278192189
Liberty St & Broadway,40.70905623,-74.01043382,7865,6154419,175323,62,782.5071837253655
Lincoln Pl & Classon Ave,40.672168299999996,-73.9609,933,1502140,751964,61,1610.010718113612
Lispenard St & Broadway,40.71939226,-74.00247214,6948,5058996,191498,62,728.1226252158895
Little West St & 1 Pl,40.70569254,-74.01677685,6078,8179107,2571434,62,1345.6905231984206
Lorimer St & Broadway,40.70411791,-73.94818595,918,766206,95697,61,834.6470588235294
MacDougal St & Prince St,40.72710258,-74.00297088,9687,7883032,234632,61,813.7743367399607
